nct_id,org_name,org_class,brief_title,overall_status,why_stopped,collaborators,has_dmc,fda_regulated_drug,fda_regulated_device,phase,conditions,keywords
NCT05926011,REGEnLIFE SAS,INDUSTRY,Efficacy of RGn600 in Patients With Mild-to-moderate Alzheimer's Disease,RECRUITING,,"[{'name': 'RCTs', 'class': 'INDUSTRY'}, {'name': 'University Hospital, Toulouse', 'class': 'OTHER'}]",True,False,False,NA,['Alzheimer Disease'],"['Alzheimer', 'Neurostimulation', 'Optics and photonics', 'Photobiomodulation', 'Brain Diseases', 'Central Nervous System Diseases', 'Nervous System Diseases', 'Medical Device']"
NCT05171725,Neurological Institute of Athens,OTHER,Multidisciplinary Expert System for the Assessment & Management of Complex Brain Disorders,RECRUITING,,"[{'name': 'Rabin Medical Center', 'class': 'OTHER'}, {'name': ""Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau"", 'class': 'OTHER'}, {'name': ""King's College London"", 'class': 'OTHER'}, {'name': 'Uppsala University', 'class': 'OTHER'}, {'name': 'Holistic IKE', 'class': 'UNKNOWN'}, {'name': 'National Technical University of Athens', 'class': 'OTHER'}, {'name': 'Evolution Projects', 'class': 'UNKNOWN'}, {'name': 'Engineering Ingegneria Informatica S.p.A.', 'class': 'UNKNOWN'}, {'name': 'SOFTWARE IMAGINATION & VISION SRL', 'class': 'UNKNOWN'}, {'name': 'Vrije Universiteit Brussel', 'class': 'OTHER'}, {'name': 'STICHTING LIBER', 'class': 'UNKNOWN'}, {'name': 'University of Edinburgh', 'class': 'OTHER'}, {'name': 'CyberEthics Lab. srls', 'class': 'UNKNOWN'}]",True,False,False,,"['Dementia', 'Alzheimer Disease', 'Epilepsy', 'Sleep Disorder', 'Circadian Rhythm Disorders', 'Healthy']","['artificial intelligence', 'expert systems', 'deep-phenotyping']"
NCT06017089,University of Virginia,OTHER,The Pediatric Artificial Pancreas Automated Initialization Trial,COMPLETED,,"[{'name': 'National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)', 'class': 'NIH'}, {'name': 'Jaeb Center for Health Research', 'class': 'OTHER'}, {'name': 'University of Colorado, Denver', 'class': 'OTHER'}, {'name': 'Stanford University', 'class': 'OTHER'}]",True,False,True,NA,['Type 1 Diabetes'],"['Type 1 Diabetes', 'Continuous Glucose Monitor (CGM)', 'Tandem t:slim Insulin Pump with Control-IQ Technology', 'Control-IQ Technology (CIQ)', 'Artificial Pancreas (AP)', 'Artificial Intelligence (AI)', 'Closed loop control (CLC)', 'Diabetes Assistant (DiAs)']"
NCT06644339,I.M. Sechenov First Moscow State Medical University,OTHER,Remote Multichannel Monitoring of Patients With Chronic DIseAses Using Speech technoLogies Based On Artificial intelliGence,NOT_YET_RECRUITING,,"[{'name': 'PJSC VimpelCom', 'class': 'UNKNOWN'}]",True,False,False,NA,"['Heart Failure', 'Diabetes Mellitus', 'Arterial Hypertension', 'Lymphoproliferative Disease', 'Total Knee Replacement']","['heart failure', 'diabetes mellitus', 'arterial hypertension', 'lymphoproliferative diseases', 'knee replacement', 'remote monitoring', 'mHealth', 'telemedicine', 'voice assistant']"
NCT05460143,University of Cambridge,OTHER,Optical Neuroimaging and Cognition,RECRUITING,,"[{'name': 'Cambridgeshire and Peterborough NHS Foundation Trust', 'class': 'OTHER'}, {'name': 'The Gianna Angelopoulos Programme for Science, Technology and Innovation', 'class': 'UNKNOWN'}, {'name': 'The Newton Trust', 'class': 'UNKNOWN'}, {'name': ""Alzheimer's Research UK"", 'class': 'UNKNOWN'}]",False,False,False,,"['Dementia With Lewy Bodies', 'Alzheimer Disease', 'Mild Cognitive Impairment']",['Dementia']
NCT05122793,German Heart Institute,OTHER,"""HerzCheck"" - Detection of Early Heart Failure Using Telemedicine in Structurally Weak Regions",ACTIVE_NOT_RECRUITING,,"[{'name': 'medneo GmbH, Germany', 'class': 'UNKNOWN'}, {'name': 'Medical Statistics, University Medicine of Goettingen', 'class': 'OTHER'}, {'name': 'University of Cologne', 'class': 'OTHER'}, {'name': 'University Hospital Heidelberg', 'class': 'OTHER'}, {'name': 'AOK Nordost', 'class': 'INDUSTRY'}, {'name': 'Herz- und Gefaesszentrum Bad Bevensen', 'class': 'OTHER'}]",False,False,False,NA,['Heart Failure with Preserved Ejection Fraction'],"['Prevention', 'Heart failure', 'HFpEF', 'Asymptomatic', 'Cardiology', 'Rural Region', 'Germany', 'CMR', 'Cardiac Magnetic Resonance', 'HFrEF', 'Diastolic Dysfunction', 'Strain', 'Telemedicine']"
NCT06618092,Fundacio d'Investigacio en Atencio Primaria Jordi Gol i Gurina,OTHER,Relisten: Enhancing Care Quality and Saving Time with Automatic Clinical Note Generation in Primary Care,COMPLETED,,"[{'name': 'Fundació TicSalut', 'class': 'OTHER'}, {'name': 'Institut Català de la Salut', 'class': 'OTHER'}]",False,False,False,NA,['Primary Care'],"['Clinical notes', 'ambient technology', 'artificial intelligence', 'digital health', 'voice recognition', 'primary care']"
NCT04823819,Medical University of Lodz,OTHER,Assessment of Effectiveness and Safety of Transcranial Magnetic Stimulation (rTMS) Combined With Transcranial Direct Current Stimulation (tDCS) in Dementia Treatment in Alzheimer's Disease,UNKNOWN,,,,False,False,NA,['Alzheimer Disease'],
NCT01057030,Bristol-Myers Squibb,INDUSTRY,Multiple Dose Japanese Bridging Study,COMPLETED,,,False,,,PHASE1,['Alzheimer Disease'],
NCT05540678,"Insel Gruppe AG, University Hospital Bern",OTHER,The FibreGum Study - Changing the Course of Obesity in Children,RECRUITING,,"[{'name': 'DCB Research AG', 'class': 'OTHER'}]",False,False,False,NA,"['Nutritional and Metabolic Diseases', 'Child Obesity', 'Adolescent Obesity']","['Obesity', 'Chewing gum', 'Galactooligosaccharides', 'GOS (Galactooligosaccharides)']"
NCT06599645,Universiti Teknologi Mara,OTHER,"Impact of Combined CST, BFR, and Tai Chi on Muscle Physiology and Functional Characteristics Among Adults With LBP",NOT_YET_RECRUITING,,,,False,False,NA,['Low Back Pain'],['Tai Ji; Core stability; Low back pain']
NCT04018092,University of Florida,OTHER,The Revitalize Study in Older Adults at Risk for Alzheimer's Disease,RECRUITING,,"[{'name': 'University of Arizona', 'class': 'OTHER'}, {'name': 'National Institute on Aging (NIA)', 'class': 'NIH'}]",True,False,False,PHASE2,"['Cognitive Aging', 'Alzheimer Disease, Protection Against']",
NCT04505761,Radboud University Medical Center,OTHER,"The Usability, Feasibility, and Tolerability of Virtual Reality for Rehabilitation From COVID-19",COMPLETED,,,False,False,False,NA,"['Coronavirus', 'Post Intensive Care Unit Syndrome']","['Virtual Reality', 'Rehabilitation', 'Post-intensive care syndrome']"
NCT06366867,University of Alberta,OTHER,An Open Platform of Serious Games for Cognitive Intervention,SUSPENDED,Technical issues,"[{'name': 'Alberta Health services', 'class': 'OTHER'}, {'name': 'CapitalCare', 'class': 'UNKNOWN'}]",False,False,False,NA,"['Mild Cognitive Impairment', 'Dementia', 'Alzheimer Disease', 'Aging']","['Serious computer game', 'computer games', 'VibrantMinds']"
NCT05183191,"Insel Gruppe AG, University Hospital Bern",OTHER,The HEADWIND Study - Part 3,COMPLETED,,"[{'name': 'ETH Zurich', 'class': 'OTHER'}, {'name': 'University of St.Gallen', 'class': 'OTHER'}]",,False,False,NA,"['Diabetes', 'Diabetes Mellitus, Type 1']","['Automotive Technology', 'Hypoglycemia', 'Hypoglycaemia', 'Driving', 'Driving simulator']"
NCT04811248,Assistance Publique - Hôpitaux de Paris,OTHER,Respiratory Outcome of Infants With or Without Documented Wheezing During Bronchiolitis,UNKNOWN,,,False,False,False,,"['Wheezing', 'Asthma in Children']",
NCT06391853,Erasme University Hospital,OTHER,Investigating Brain Insulin Resistance in Alzheimer Disease with IntraNasal Insulin : a Multimodal Neuroimaging Study,WITHDRAWN,Not realisable on time planned and with the academic funds,,False,False,False,NA,"['Alzheimer Disease', 'Mild Cognitive Impairment']",['Intranasal Insulin']
NCT03121066,Universitat Oberta de Catalunya,OTHER,Transcranial Magnetic Stimulation for Alzheimer's Disease Treatment,UNKNOWN,,"[{'name': 'Consorci Sanitari de Terrassa', 'class': 'OTHER'}]",,False,False,NA,['Alzheimer Disease'],"['Transcranial Magnetic Stimulation', 'Non invasive brain stimulation', 'Theta Burst Protocol', 'Brain connectivity', 'Dorsolateral prefrontal cortex', 'Parietal cortex']"
NCT06614543,University of Manitoba,OTHER,Feasibility Testing of Plant-Based Meal Replacement Products Made with Manitoba Crop Ingredients for Weight Loss and Diabetes Remission,NOT_YET_RECRUITING,,"[{'name': 'Seven Oaks Hospital Chronic Disease Innovation Centre', 'class': 'NETWORK'}, {'name': 'The Wellness Institute', 'class': 'UNKNOWN'}, {'name': 'Sustainable Canadian Agricultural Partnership', 'class': 'UNKNOWN'}]",False,False,False,NA,"['Weight Loss', 'Prediabetes', 'Diabetes']","['Weight Loss Clinic', 'Meal Replacement']"
NCT06231576,Vestre Viken Hospital Trust,OTHER,Digital Home-Based Prehabilitation Before Surgery,NOT_YET_RECRUITING,,"[{'name': 'Diakonhjemmet Hospital', 'class': 'OTHER'}]",False,False,False,NA,"['Cancer Colorectal', 'Frailty', 'Surgery']","['Prehabilitation', 'Colorectal cancer', 'Frailty']"
NCT06688565,Hallym University Medical Center,OTHER,"A Prospective, Multi-center Registry to Evaluate Safety and Efficacy of Hativ® ELectrocardiogram Monitoring on Patients with Hemodialysis",RECRUITING,,,True,False,False,NA,"['End-Stage Kidney Disease', 'Hemodialysis']",
NCT05126706,Seoul National University Hospital,OTHER,Digital Lifestyle Management for Weight Loss Control After Thyroidectomy in Thyroid Cancer Patients,UNKNOWN,,,True,False,False,NA,"['Weight Change, Body']","['Digital lifestyle management', 'Thyroid cancer', 'Total thyroidectomy', 'Obesity']"
NCT04214132,National University of Singapore,OTHER,Evaluation of a Virtual Counseling Application for Communication Skills Training in Nursing Education,COMPLETED,,,False,False,False,NA,['Communication'],"['Virtual reality', 'Learning', 'Technology', 'Patients']"
NCT03186300,Institut d'Investigació Biomèdica de Girona Dr. Josep Trueta,OTHER,Patient Empowerment Through Predictive Personalised Decision Support (PEPPER),COMPLETED,,"[{'name': 'Imperial College London', 'class': 'OTHER'}, {'name': 'Oxford Brookes University', 'class': 'OTHER'}, {'name': 'Universitat de Girona', 'class': 'OTHER'}, {'name': 'Cellnovo Limited', 'class': 'OTHER'}, {'name': 'Romsoft SRL', 'class': 'UNKNOWN'}]",True,False,False,NA,"['Diabetes Mellitus, Type 1']",['bolus advisor']
NCT06407284,"The University of Texas Health Science Center, Houston",OTHER,Brighter Bites/Legacy Produce Rx Program,NOT_YET_RECRUITING,,"[{'name': 'USDA The Gus Schumacher Nutrition Incentive Program (GusNIP)', 'class': 'UNKNOWN'}]",False,False,False,NA,['Child Obesity'],
NCT06624124,Medical University of South Carolina,OTHER,SimuVersity Medical Center: Pain and Opioid Management Training in Diverse Patient Populations,ACTIVE_NOT_RECRUITING,,"[{'name': 'National Institute on Drug Abuse (NIDA)', 'class': 'NIH'}]",False,False,False,NA,['None Volunteer'],"['educational methods', 'educational software']"
NCT04666623,"University Hospital, Basel, Switzerland",OTHER,Compare the Efficacy and Safety of Intranasal Esketamine in Chronic Opioid Refractory Pain,WITHDRAWN,investigator decision,,True,False,False,PHASE2,['Cancer Pain'],"['Esketamine', 'Pain measurement', 'Opioid refractory pain']"
NCT06837272,Jining Medical University,OTHER,A Longitudinal Study to Explore the Impact of Gut Microbiome on Brain Health in Alzheimer's Disease,RECRUITING,,"[{'name': 'Xuanwu Hospital, Beijing', 'class': 'OTHER'}]",False,False,False,,"['Alzheimer Disease', 'Gut Microbiota', 'Metabonomics', 'Magnetic Resonance Imaging']","['Subjective cognitive decline', 'Multi-omics']"
NCT03665844,Philips Respironics,INDUSTRY,Smart Sleep In-home Validation Extension Study,COMPLETED,,,False,False,False,NA,"['Healthy', 'Sleep Deprivation', 'Insufficient Sleep Syndrome']",
NCT05535114,National Taipei University of Nursing and Health Sciences,OTHER,Intradialytic Yoga-resistance Exercise for Hemodialysis Patients,COMPLETED,,"[{'name': 'Bach Mai Hospital', 'class': 'OTHER'}]",False,False,False,NA,['Hemodialysis'],"['intra-dialytic yoga-resistance exercise', 'hemodialysis', 'muscle strength', 'fatigue', 'sleep quality', 'depression', 'body composition']"
NCT04518566,Singapore General Hospital,OTHER,Empowering Patients With Chronic Disease Using Profiling and Targeted Feedbacks Delivered Through Wearable Device,COMPLETED,,"[{'name': 'National University of Singapore', 'class': 'OTHER'}, {'name': 'SingHealth Polyclinics', 'class': 'OTHER'}, {'name': 'Duke-NUS Graduate Medical School', 'class': 'OTHER'}]",True,False,False,NA,"['Diabetes Mellitus, Type 2']","['wearables', 'nudges', 'gamification', 'behavioural change']"
NCT05211466,Region Gävleborg,OTHER,"Digital Care Chains in Health Care - a Study of Care Consumption, Care Quality, Work Environment and Well-being",RECRUITING,,"[{'name': 'University of Gavle', 'class': 'OTHER'}]",False,False,False,,"['Depression', 'Depressive Disorder', 'Depressive Disorder, Major', 'Depression, Bipolar', 'Depression Recurrent']","['Telemedicine', 'eHealth', 'Telecare', 'Telehealth', 'HIT']"
NCT04010175,Hospices Civils de Lyon,OTHER,Digital Cognitive Remote Training in Alzheimer's Disease (MA-EIAD),TERMINATED,Recruitment stopped for thesis defense. It was not possible to extend the period of inclusion to achieve the patient objective,,False,False,False,NA,['Alzheimer Disease'],"['Cognitive training', 'Distance training', ""Alzheimer's disease""]"
NCT05740670,Veyl Ventures LLC,INDUSTRY,The Safety and Efficacy of a Bone Broth Diet on Weight Loss in Obese Adults,COMPLETED,,"[{'name': 'KGK Science Inc.', 'class': 'INDUSTRY'}]",,False,False,NA,['Weight Loss'],"['Safety and efficacy', 'Weight loss', 'Obesity', 'Bone broth']"
NCT06786741,Loyola University Chicago,OTHER,Afghan Evacuee Resettlement for Stronger Communities (AER),COMPLETED,,,False,False,False,NA,"['Stress Reduction', 'Healthy Relationships', 'Emotional Wellbeing']","['evacuees', 'Afghan', 'stress', 'culturally responsive', 'integration']"
NCT05815017,"Rutgers, The State University of New Jersey",OTHER,YOOMI: Effect of Gamified Physical Therapy Exercise Software on Inpatient Mobility,RECRUITING,,,False,False,True,NA,"['Weakness, Muscle', 'Delirium in Old Age', 'Muscle Atrophy or Weakness', 'Muscle Loss', 'Hospital Acquired Condition', 'Physical Disability', 'Physical Inactivity']","['Artificial Intelligence (AI)', 'Physical Therapy', 'Hospitalization related muscle atrophy', 'Hospitalization associated decline', 'Inpatient rehabilitation', 'AI driven physical therapy']"
NCT02178124,Icure Pharmaceutical Inc.,INDUSTRY,"A Phase I Clinical Study, Randomized, Single-blind, Placebo-controlled, Multiple Doses, Dose Escalation Study of the Safety, Tolerability and Pharmacokinetics of Donepezil Patch in Healthy Male Subjects.",COMPLETED,,,,,,PHASE1,['Alzheimer Disease'],
NCT03047694,Assistance Publique - Hôpitaux de Paris,OTHER,A Lexico-semantic Program on Tactile Tablet for Patients With Alzheimer's Disease,TERMINATED,Lack of inclusion,,False,False,False,NA,['Alzheimer Disease'],"['Lexico-semantic stimulation', 'tactile tablet']"
NCT04985331,Woebot Health,INDUSTRY,Digital Therapeutic vs Psychoeducation for Management of Mild to Moderate Depression in Adolescents,COMPLETED,,,False,False,False,NA,"['Depression, Teen']",
NCT05389241,Universitätsklinikum Köln,OTHER,Laparoscopic Augmented Reality for Identification of Liver Lesions - a Pre-clinical Randomized Cross-over Trial,UNKNOWN,,,False,False,False,NA,"['Laparoscopy', 'Augmented Reality', 'Orientation, Spatial', 'Liver']","['Augmented reality', 'liver', 'minimally invasive surgery', 'laparoscopy', '3D', 'spatial orientation', 'digital health', 'artificial intelligence']"
NCT05291611,University Hospital Tuebingen,OTHER,Smart Sensory Technology in Psychotherapy for Pediatric OCD,COMPLETED,,"[{'name': 'Universität Tübingen', 'class': 'OTHER'}, {'name': 'University of Hohenheim', 'class': 'OTHER'}]",False,False,False,NA,['Obsessive-Compulsive Disorder'],"['Obsessive-compulsive Disorder', 'Children and Adolescents', 'Cognitive-behavioral therapy', 'Digital sensory device']"
NCT04716023,Imperial College London,OTHER,Physiology and Structure of the Small Airways in Patients With Chronic Airflow Obstruction or COVID-19,UNKNOWN,,,True,,,,"['Copd', 'COVID-19', 'Asthma', 'Small Airways Disease']",
NCT04848623,Luxembourg Institute of Health,OTHER_GOV,Identification of Vocal Biomarkers to Monitor the Health of People with a Chronic Disease,RECRUITING,,,False,False,False,,['Chronic Disease'],"['vocal biomarker', 'digital biomarker', 'digital health', 'artificial intelligence', 'telemonitoring', 'medical devices', 'precision health digital biomarker']"
NCT06382038,"Navy General Hospital, Beijing",OTHER,Smart Technology Facilitated Patient-centered Care for Patients With Pulmonary Thromboembolism,NOT_YET_RECRUITING,,,True,False,False,NA,"['Venous Thromboembolism', 'Pulmonary Thromboembolisms', 'Digital Health']","['Venous Thromboembolism', 'Pulmonary Thromboembolisms', 'Digital Health']"
NCT01095744,"Institut National de la Santé Et de la Recherche Médicale, France",OTHER_GOV,Influence of Age on Amyloid Load in Alzheimer's Disease and in Atypical Focal Cortical Alzheimer's Disease,COMPLETED,,,False,,,,"[""Alzheimer's Disease"", 'Posterior Cortical Atrophy', 'Logopenic Progressive Aphasia']","['PIB imaging,', 'brain atrophy', 'cognitive impairment', 'Pet imaging', ""Alzheimer's disease"", 'amyloid protein']"
NCT04228666,Hope Biosciences,INDUSTRY,A Clinical Trial to Determine the Safety and Efficacy of Hope Biosciences Autologous Mesenchymal Stem Cell Therapy (HB-adMSCs) for the Treatment of Alzheimer's Disease,WITHDRAWN,Due to COVID 19 Pandemic,"[{'name': 'Hope Biosciences', 'class': 'INDUSTRY'}]",True,True,False,PHASE1,['Alzheimer Disease'],"[""Alzheimer's disease"", 'stem cells', 'adipose derived mesenchymal stem cells']"
NCT06924814,Stanford University,OTHER,Technology-Based Distractions for Minor Procedures,NOT_YET_RECRUITING,,,False,False,False,NA,"['Anxiety', 'Procedural Anxiety']",['Pain']
NCT04762251,University of Adelaide,OTHER,What Or When to Eat to Reduce the Risk of Type 2 Diabetes (WOW),COMPLETED,,"[{'name': 'Australian Catholic University', 'class': 'OTHER'}, {'name': 'La Trobe University', 'class': 'OTHER'}]",True,False,False,NA,"['Time-restricted Eating', 'Diet Quality']",
NCT05789901,McGill University Health Centre/Research Institute of the McGill University Health Centre,OTHER,The MARVIN Chatbots to Provide Information for Different Health Conditions,RECRUITING,,"[{'name': ""Centre hospitalier de l'Université de Montréal (CHUM)"", 'class': 'OTHER'}]",,False,False,NA,"['HIV Infections', 'Breast Cancer', 'Pediatric Emergency Medicine']","['Chatbot', 'Intelligent Conversational Agent', 'Co-Construction', 'Adherence', 'Antiretroviral Therapy', 'mHealth', 'Implementation Science', 'Care', 'Breast Cancer', 'HIV', 'Self-Management', 'Adaptive Platform Trial Design', 'Telehealth', 'Digital Health', 'Artificial Intelligence', 'Pediatric Emergency Medicine', 'Patient and Stakeholder Engagement', 'Pediatric Infection', 'Large Language Models']"
NCT04948450,National Geriatric Hospital,OTHER_GOV,A Multidomain Intervention Program for Older People With Dementia,COMPLETED,,,True,False,False,NA,"['Dementia', 'Alzheimer Disease', 'Dementia, Mixed']","['Dementia', 'Multidomain intervention', 'Older people']"
NCT05543733,University of Michigan,OTHER,Home Exercise and Resiliency Training (Heart) Club,RECRUITING,,,False,False,False,NA,"['Fontan Physiology', 'Frailty']","['Exercise program', 'Liver stiffness']"
NCT05769231,Chinese University of Hong Kong,OTHER,CBT-I Chatbot for Youth,WITHDRAWN,The study design was obsolete,,False,False,False,NA,['Insomnia'],"['Chatbot', 'Youth', 'Insomnia', 'CBT-I', 'RCT']"
NCT05544305,University of Plymouth,OTHER,Digitised Home Based Care for Parkinson's Disease,NOT_YET_RECRUITING,,,False,False,False,NA,"['Parkinson Disease', 'Parkinson']","['Parkinson Disease', 'Self-Management', 'Telemedicine', 'Artificial Intelligence']"
NCT04677738,"Morinaga Milk Industry Co., LTD",INDUSTRY,Investigation of the Effects of a Bifidobacterium Breve Strain on Fat Loss in Healthy Adults,COMPLETED,,"[{'name': 'KGK Science Inc.', 'class': 'INDUSTRY'}]",False,False,False,NA,"['Obesity', 'Overweight and Obesity']",
NCT05391919,"Moscow Scientific and Practical Center of Medical Rehabilitation, Restorative and Sports Medicine",OTHER,Multimodal Correction of Post-stroke Motor and Cognitive Impairments,COMPLETED,,"[{'name': 'Moscow Government', 'class': 'UNKNOWN'}]",False,False,False,NA,['Stroke Rehabilitation'],"['ischemic stroke rehabilitation', 'post-stroke dysfunction of the hand', 'cognitive disfunction', 'artificial intelligence', 'virtual reality', 'neurointerface', 'smart glove', 'biofeedback', 'cardiology risk control', 'upper limb medical rehabilitation', 'digital interactive technology']"
NCT05481138,Mayo Clinic,OTHER,Predicting Burnout in Nurses,ENROLLING_BY_INVITATION,,"[{'name': 'National Institute of Nursing Research (NINR)', 'class': 'NIH'}]",False,False,False,,"['Burnout, Healthcare Workers']","['Registered Nurses', 'Artificial intelligence', 'Wearable']"
NCT04713995,Viome,INDUSTRY,Microbiome and Axial Spondyloarthritis,TERMINATED,Sufficient samples and data have been collected for data analyses.,"[{'name': 'Spondylitis Association of America (SAA)', 'class': 'UNKNOWN'}]",False,False,False,NA,['Axial Spondyloarthritis'],"['AxSpA', 'Microbiome', 'Viome', 'ASDAS', 'AS', 'Spondyloarthritis', 'HbA1c', 'Ankylosing', 'HLA B27', 'Spine', 'Ankylosing Spondylitis']"
NCT06633874,University of Ioannina,OTHER,"Smart Computing Models, Sensors, and Early Diagnostic Speech and Language Deficiencies Indicators in Child Communication",COMPLETED,,"[{'name': 'DOTSOFT SA - GR', 'class': 'UNKNOWN'}, {'name': 'TELEGLOBAL LP - GR', 'class': 'UNKNOWN'}, {'name': ""Region of Epirus (Regional Operational Programme 'Epirus 2014-2020') - GR"", 'class': 'UNKNOWN'}, {'name': 'University Hospital, Ioannina', 'class': 'OTHER'}]",True,False,False,NA,"['Developmental Language Disorders', 'Developmental Articulation Disorder', 'Speech Disorder', 'Neurodevelopmental Disorder (Diagnosis)']","['screening', 'developmental speech and language disorders', 'speech disorder', 'language disorder', 'developmental disorder', 'developmental deficiencies', 'neurodevelopmental disorder', 'Early Diagnostic Speech and Language Deficiencies Indicators', 'Machine Learning', 'Neural Networks', 'Serious Game', 'Child Communication', 'neurodevelopmental screening']"
NCT04749160,Centre Hospitalier Universitaire de Saint Etienne,OTHER,Smart Marker Annunciating Response to Rheumatologic Treatments SMART²T,COMPLETED,,,False,False,False,,['Rheumatoid Arthritis'],"['Rheumatoid arthritis (RA)', 'synthetic disease modifying antirheumatic drug (csDMARD)', 'biologic disease modifying antirheumatic drug (bDMARD)', 'Machine Learning']"
NCT05633186,VU University of Amsterdam,OTHER,Sustainable Upscaling of Depression Prevention,COMPLETED,,,False,False,False,NA,['Depression'],"['Upscaling', 'Depression prevention', 'Internet interventions', 'costs', 'implementation']"
NCT05191550,McGill University,OTHER,Comparing Expert and Trainee Levels of Surgical Technical Skills,COMPLETED,,,False,,,NA,['Training Groups'],"['Virtual reality', 'Simulation']"
NCT06606353,Centre integre universitaire de sante et de services sociaux du Centre-Sud-de-l'Île-de-Montréal,OTHER_GOV,"Talk-to-Jo"" Intelligent Digital Health Companion, Neurocognitive Disorders and Dyads",RECRUITING,,"[{'name': ""Centre integre universitaire de sante et de services sociaux du Centre-Sud-de-l'Île-de-Montréal"", 'class': 'OTHER_GOV'}]",False,False,False,,"['Caregiver', 'Neurocognitive Disorders']",
NCT05253781,"University of Lagos, Nigeria",OTHER,Low Dose Aspirin for Preventing Intrauterine Growth Restriction and Preeclampsia in Sickle Cell Pregnancy (PIPSICKLE),COMPLETED,,,True,False,False,PHASE3,"['Intrauterine Growth Restriction', 'Preeclampsia', 'Sickle Cell Disease', 'Pregnancy Complications']","['Sickle cell disease', 'Low dose aspirin', 'Preeclampsia', 'Intrauterine growth restriction (IUGR)', 'Pregnancy complications']"
NCT05944666,"Moscow Scientific and Practical Center of Medical Rehabilitation, Restorative and Sports Medicine",OTHER,Substantiation and Standardization of the Multimodal Cognitive-motor Rehabilitation System for Afterstroke Patients,RECRUITING,,,False,False,False,NA,['Stroke Rehabilitation'],"['ischemic stroke rehabilitation', 'post-stroke dysfunction of the hand', 'cognitive disfunction', 'artificial intelligence', 'virtual reality', 'neurointerface', 'smart glove', 'biofeedback', 'cardiology risk control', 'lower limb medical rehabilitation', 'digital interactive technology', 'standartized rehabilitation technologies', 'verification of the rehabilitation potential']"
NCT05015478,Icahn School of Medicine at Mount Sinai,OTHER,Rhythmic Light Therapy for Alzheimer's Disease Patients,COMPLETED,,"[{'name': 'National Institute on Aging (NIA)', 'class': 'NIH'}]",False,False,False,NA,['Mild Cognitive Impairment'],"['Light Treatment', 'Circadian Rhythms', 'Gamma Wave Entrainment', 'Rhythmic Light', ""Mild Alzheimer's Disease"", 'Sleep', 'Memory', 'Electroencephalogram']"
NCT06888986,National Taiwan Normal University,OTHER,Integration of VR and AR Dementia Prevention Health Education Progrom for Older Adults With Mild Cognitive Impairment,ENROLLING_BY_INVITATION,,,,False,False,NA,"['Mild Cognitive Impairment (MCI)', 'Dementia', 'Health Literacy', 'Self-Efficacy', 'Attitude to Health', 'Virtual Reality', 'Health Education', 'eHealth', 'Older Adults (65 Years and Older)']",
NCT06582303,"National University of Science and Technology, Pakistan",OTHER,Analysis of the Effectiveness of Visual Training in Stroke Rehabilitation,COMPLETED,,,False,False,False,NA,"['Stroke, Subacute']","['VR games', 'Visual feedback', 'Intervention', 'Stroke']"
NCT06806098,Truth Initiative,OTHER,Cessation Clinical Trial,RECRUITING,,,False,False,False,NA,['Tobacco Use Cessation'],['Digital intervention']
NCT03865017,VTBIO Co. LTD,INDUSTRY,A Safety and Tolerability Study of GB301,UNKNOWN,,"[{'name': 'BHT Lifescience Austrailia Pty Ltd.', 'class': 'UNKNOWN'}]",,False,False,PHASE1,['Alzheimer Disease'],"['Regulatory T cell', 'Treg', 'cell therapy', 'autologous']"
NCT03474315,Medical University of Warsaw,OTHER,Interactive Patient's Assistant - LUCY,UNKNOWN,,,False,False,True,,['Chronic Heart Failure'],"['Cardiac implantable electronic device', 'Cardiac resynchronization therapy', 'Implantable cardioverter-defibrillator', 'Machine learning', 'Mobile application', ""Patient's assistance""]"
NCT04189965,Hospices Civils de Lyon,OTHER,Traumatic Long-term Memory of Pain in Humans,RECRUITING,,,False,False,False,NA,"['Pain', 'Traumatic Memory']","['Pain', 'Traumatic Long-term Memory']"
NCT03465306,Seoul National University Hospital,OTHER,Developing and Validating Clinical Efficacy for Obesity Digital CBT Model,COMPLETED,,"[{'name': 'Noom Inc.', 'class': 'INDUSTRY'}, {'name': 'InBody', 'class': 'UNKNOWN'}]",,False,False,NA,['Search MeSH'],"['Obesity', 'Cognitive Behavioral Therapy']"
NCT06688968,"University Hospital, Montpellier",OTHER,Neuropsychological Profiles and Musical Engagement in Parkinson's and Alzheimer's Disease,RECRUITING,,"[{'name': 'Laboratoire EPSYLON', 'class': 'UNKNOWN'}]",False,False,False,NA,"['Alzheimer Disease, Early Onset', 'Parkinsons Disease with Dementia', 'Non Pharmacological Intervention']","['Non Pharmacological intervention', 'Alzheimer Disease, Early Onset', 'Parkinsons Disease with Dementia', 'Music Therapy']"
NCT05016219,Icahn School of Medicine at Mount Sinai,OTHER,Phase 2 - Rhythmic Light Therapy for Alzheimer's Disease Patients,RECRUITING,,,False,False,False,NA,['Mild Cognitive Impairment'],"['Light Treatment', 'Circadian Rhythms', 'Gamma Wave Entrainment', 'Rhythmic Light', 'Sleep', 'Cognition']"
